String ID,enu,Comment
en_6.ADF_CLOUD_EDIT_TASK_FILTER.DIALOG.SAVE,SAVE, 
en_6.ADF_CLOUD_EDIT_TASK_FILTER.DIALOG.CANCEL,CANCEL, 
en_6.ADF_CLOUD_EDIT_PROCESS_FILTER.TITLE,Customize your filter, 
en_6.ADF_CLOUD_EDIT_PROCESS_FILTER.LABEL.APP_NAME,ApplicationName, 
en_6.ADF_CLOUD_EDIT_PROCESS_FILTER.LABEL.PROCESS_INS_ID,ProcessInstanceId, 
en_6.ADF_CLOUD_EDIT_PROCESS_FILTER.LABEL.STATUS,Status, 
en_6.ADF_CLOUD_EDIT_PROCESS_FILTER.LABEL.INITIATOR,Initiator, 
en_6.ADF_CLOUD_EDIT_PROCESS_FILTER.LABEL.ASSIGNMENT,Assignee, 
en_6.ADF_CLOUD_EDIT_PROCESS_FILTER.LABEL.SORT,Sort, 
en_6.ADF_CLOUD_EDIT_PROCESS_FILTER.LABEL.DIRECTION,Direction, 
en_6.ADF_CLOUD_EDIT_PROCESS_FILTER.LABEL.PROCESS_DEF_ID,ProcessDefinitionId, 
en_6.ADF_CLOUD_EDIT_PROCESS_FILTER.LABEL.PROCESS_DEF_KEY,ProcessDefinitionKey, 
en_6.ADF_CLOUD_EDIT_PROCESS_FILTER.LABEL.LAST_MODIFIED,LastModified, 
en_6.ADF_CLOUD_EDIT_PROCESS_FILTER.LABEL.LAST_MODIFIED_DATE_FORM,LastModifiedFrom, 
en_6.ADF_CLOUD_EDIT_PROCESS_FILTER.LABEL.LAST_MODIFIED_TO,LastModifiedTo, 
en_6.ADF_CLOUD_EDIT_PROCESS_FILTER.LABEL.PROCESS_NAME,ProcessName, 
en_6.ADF_CLOUD_EDIT_PROCESS_FILTER.ERROR.DATE,Date format DD/MM/YYYY, 
en_6.ADF_CLOUD_EDIT_PROCESS_FILTER.TOOL_TIP.SAVE,Save filter, 
en_6.ADF_CLOUD_EDIT_PROCESS_FILTER.TOOL_TIP.SAVE_AS,Save filter as, 
en_6.ADF_CLOUD_EDIT_PROCESS_FILTER.TOOL_TIP.DELETE,Delete filter, 
en_6.ADF_CLOUD_EDIT_PROCESS_FILTER.DIALOG.TITLE,Save filter as, 
en_6.ADF_CLOUD_EDIT_PROCESS_FILTER.DIALOG.SAVE,SAVE, 
en_6.ADF_CLOUD_EDIT_PROCESS_FILTER.DIALOG.CANCEL,CANCEL, 
en_6.ADF_CLOUD_GROUPS.SEARCH-GROUP,Groups, 
en_6.ADF_CLOUD_GROUPS.ERROR.NOT_FOUND,No group found with the name {{groupName}}, 
en_6.ADF_CLOUD_TASK_HEADER.BUTTON.CLAIM,Claim, 
en_6.ADF_CLOUD_TASK_HEADER.BUTTON.RELEASE,Release, 
en_6.ADF_CLOUD_TASK_HEADER.PROPERTIES.TASK_NAME,Task, 
en_6.ADF_CLOUD_TASK_HEADER.PROPERTIES.THUMBNAIL,Thumbnail, 
en_6.ADF_CLOUD_TASK_HEADER.PROPERTIES.DURATION,Duration, 
en_6.ADF_CLOUD_TASK_HEADER.PROPERTIES.PARENT_TASK_ID,Parent task id, 
en_6.ADF_CLOUD_TASK_HEADER.PROPERTIES.NAME,Name, 
en_6.ADF_CLOUD_TASK_HEADER.PROPERTIES.ASSIGNEE,Assignee, 
en_6.ADF_CLOUD_TASK_HEADER.PROPERTIES.ASSIGNEE_DEFAULT,No assignee, 
en_6.ADF_CLOUD_TASK_HEADER.PROPERTIES.PRIORITY,Priority, 
en_6.ADF_CLOUD_TASK_HEADER.PROPERTIES.DUE_DATE,Due Date, 
en_6.ADF_CLOUD_TASK_HEADER.PROPERTIES.DUE_DATE_DEFAULT,No date, 
en_6.ADF_CLOUD_TASK_HEADER.PROPERTIES.STATUS,Status, 
en_6.ADF_CLOUD_TASK_HEADER.PROPERTIES.CATEGORY,Category, 
en_6.ADF_CLOUD_TASK_HEADER.PROPERTIES.CATEGORY_DEFAULT,No category, 
en_6.ADF_CLOUD_TASK_HEADER.PROPERTIES.PARENT_NAME,Parent name, 
en_6.ADF_CLOUD_TASK_HEADER.PROPERTIES.PARENT_NAME_DEFAULT,No parent, 
en_6.ADF_CLOUD_TASK_HEADER.PROPERTIES.CREATED_BY,Created By, 
en_6.ADF_CLOUD_TASK_HEADER.PROPERTIES.CREATED,Created, 
en_6.ADF_CLOUD_TASK_HEADER.PROPERTIES.END_DATE,End date, 
en_6.ADF_CLOUD_TASK_HEADER.PROPERTIES.ID,ID, 
en_6.ADF_CLOUD_TASK_HEADER.PROPERTIES.DESCRIPTION,Description, 
en_6.ADF_CLOUD_TASK_HEADER.PROPERTIES.DESCRIPTION_DEFAULT,No description, 
en_6.ADF_CLOUD_TASK_HEADER.PROPERTIES.FORM_NAME,Form Name, 
en_6.ADF_CLOUD_TASK_HEADER.PROPERTIES.FORM_NAME_DEFAULT,No form, 
en_6.ADF_CLOUD_TASK_HEADER.FORM_VALIDATION.INVALID_FIELD,Enter a different value, 
en_6.ADF_CLOUD_PROCESS_HEADER.PROPERTIES.ID,ID, 
en_6.ADF_CLOUD_PROCESS_HEADER.PROPERTIES.NAME,Name, 
en_6.ADF_CLOUD_PROCESS_HEADER.PROPERTIES.NAME_DEFAULT,No name, 
en_6.ADF_CLOUD_PROCESS_HEADER.PROPERTIES.DESCRIPTION,Description, 
en_6.ADF_CLOUD_PROCESS_HEADER.PROPERTIES.DESCRIPTION_DEFAULT,No description, 
en_6.ADF_CLOUD_PROCESS_HEADER.PROPERTIES.STATUS,Status, 
en_6.ADF_CLOUD_PROCESS_HEADER.PROPERTIES.BUSINESS_KEY,Business Key, 
en_6.ADF_CLOUD_PROCESS_HEADER.PROPERTIES.INITIATOR,Initiator, 
en_6.ADF_CLOUD_PROCESS_HEADER.PROPERTIES.START_DATE,Start Date, 
en_6.ADF_CLOUD_PROCESS_HEADER.PROPERTIES.LAST_MODIFIED,Last Modified, 
en_6.ADF_CLOUD_PROCESS_HEADER.PROPERTIES.PARENT_ID,Parent Id, 
en_6.ADF_CLOUD_PROCESS_HEADER.PROPERTIES.NONE,None, 
en_6.ADF_CLOUD_TASK_FORM.EMPTY_FORM.TITLE,No form available, 
en_6.ADF_CLOUD_TASK_FORM.EMPTY_FORM.SUBTITLE,Attach a form that can be viewed later, 
en_6.ADF_CLOUD_TASK_FORM.EMPTY_FORM.BUTTONS.COMPLETE,COMPLETE, 
en_6.ADF_CLOUD_TASK_FORM.EMPTY_FORM.BUTTONS.CANCEL,CANCEL, 
en_6.ADF_CLOUD_TASK_FORM.EMPTY_FORM.BUTTONS.CLAIM,CLAIM, 
en_6.ADF_CLOUD_TASK_FORM.EMPTY_FORM.BUTTONS.UNCLAIM,RELEASE, 
en_7.GOVERNANCE.DECLARE-RECORD.TITLE,Declare Record, 
en_7.GOVERNANCE.DECLARE-RECORD.SUCCESS,{{fileName}} has been declared as record, 
en_7.GOVERNANCE.DECLARE-RECORD.FAIL,Cannot declare {{fileName}} as record, 
en_7.GOVERNANCE.DECLARE-RECORD.DIALOG.TITLE,Declare Record, 
en_7.GOVERNANCE.DECLARE-RECORD.DIALOG.MESSAGE,This document was previously declared as a record and was rejected., 
en_7.GOVERNANCE.DECLARE-RECORD.DIALOG.YES,Declare Record, 
en_7.GOVERNANCE.DECLARE-RECORD.DIALOG.NO,Cancel, 
en_7.GOVERNANCE.DECLARE-RECORD.DIALOG.CLOSE,CLOSE, 
en_7.GOVERNANCE.DECLARE-RECORD.BULK-OPERATION.ERRORS.FOLDER,Declare folder as record is not currently supported, 
en_7.GOVERNANCE.DECLARE-RECORD.BULK-OPERATION.ERRORS.EXISTING-RECORD,Already declared as record, 
en_7.GOVERNANCE.DECLARE-RECORD.BULK-OPERATION.ERRORS.FAILED,Failed to declare as record, 
en_7.GOVERNANCE.DECLARE-RECORD.BULK-OPERATION.SUCCESS,Item has been declared as record, 
en_7.GOVERNANCE.REJECTED-INFO-RECORD.TITLE_LABEL,Rejected Record, 
en_7.GOVERNANCE.REJECTED-INFO-RECORD.CLOSE_LABEL,Close, 
en_7.GOVERNANCE.REJECTED-INFO-RECORD.SUB-TITLE,The file '{{ nodeName }}' was rejected as a record, 
en_7.GOVERNANCE.REJECTED-INFO-RECORD.BY,By, 
en_7.GOVERNANCE.REJECTED-INFO-RECORD.AT,At, 
en_7.GOVERNANCE.REJECTED-INFO-RECORD.REASON,With the reason, 
en_7.GOVERNANCE.REJECTED-INFO-RECORD.CONFIRM,Confirm, 
en_7.GOVERNANCE.REJECTED-INFO-RECORD.WARNING,If you remove the rejected record warning then the options to declare the file as a record will be available again, 
en_7.GOVERNANCE.REJECTED-INFO-RECORD.FAILED-REMOVE,Failed to remove rejected warning of {{nodeName}} : {{errorMessage}}, 
en_7.GOVERNANCE.RECORD-NAME.REJECT,Record rejected, 
en_7.GOVERNANCE.RECORD-NAME.TITLE,Record, 
en_7.GOVERNANCE.RECORD-NAME.TOOLTIP-MESSAGE,Remove Warning, 
en_7.GOVERNANCE.RECORD-NAME.ICONS-TOOLTIP-MESSAGE.RECORD,Record, 
en_7.GOVERNANCE.RECORD-NAME.ICONS-TOOLTIP-MESSAGE.REJECTED-RECORD,Rejected Record, 
en_7.GOVERNANCE.RECORD-NAME.ICONS-TOOLTIP-MESSAGE.RECORD-HYPERLINK,Declared as a Record, 
en_7.GOVERNANCE.RECORD-NAME.ICONS-TOOLTIP-MESSAGE.REJECTED-RECORD-HYPERLINK,"Record was rejected, view file information for details", 
en_7.GOVERNANCE.DELETE-RECORD.TITLE,Remove, 
en_7.GOVERNANCE.DELETE-RECORD.SUCCESS,'{{ name }}' has been removed, 
en_7.GOVERNANCE.DELETE-RECORD.FAIL,Failed to remove {{recordId}}, 
en_7.GOVERNANCE.DELETE-RECORD.DIALOG.TITLE,Remove Record Instance, 
en_7.GOVERNANCE.DELETE-RECORD.DIALOG.YES-ALL,"REMOVE, AND DON'T SHOW THIS AGAIN", 
en_7.GOVERNANCE.DELETE-RECORD.DIALOG.YES,Remove, 
en_7.GOVERNANCE.DELETE-RECORD.DIALOG.NO,Cancel, 
en_7.GOVERNANCE.DELETE-RECORD.DIALOG.MESSAGE.DELETE,"This instance of '{{name}}' will be permanently removed, and will not be retrievable from the trash.", 
en_7.GOVERNANCE.DELETE-RECORD.DIALOG.MESSAGE.ADDITIONAL,The record '{{name}}' that resides in your organisation's records management system will not be affected., 
en_7.GOVERNANCE.RECORD-PROPERTIES.RECORD_GROUP_TITLE,Record, 
en_7.GOVERNANCE.RECORD-PROPERTIES.RETENTION_SCHEDULE_GROUP_TITLE,Retention Schedule, 
en_7.GOVERNANCE.RECORD-PROPERTIES.REJECTED_RECORD_GROUP_TITLE,Rejected Record, 
en_7.GOVERNANCE.MOVE-RECORD.TITLE,Move, 
en_7.GOVERNANCE.MOVE-RECORD.MOVE-ITEM,Move '{{ name }}' to, 
en_7.GOVERNANCE.MOVE-RECORD.SAME-FOLDER-MOVE,Cannot move to the same folder, 
en_7.GOVERNANCE.MOVE-RECORD.SUCCESSFUL,Record moved successfully, 
en_7.GOVERNANCE.GLACIER.STORE.TITLE,Send to Archive, 
en_7.GOVERNANCE.GLACIER.STORE.SUCCESS,The file {{ name }} will be archived, 
en_7.GOVERNANCE.GLACIER.STORE.FAIL,Failed to archive {{ name }}, 
en_7.GOVERNANCE.GLACIER.STORE.BULK-OPERATION.ERRORS.EXISTING-STORED-NODE,Item already archived., 
en_7.GOVERNANCE.GLACIER.STORE.BULK-OPERATION.ERRORS.PENDING-RESTORE, Item pending restore. , 
en_7.GOVERNANCE.GLACIER.STORE.BULK-OPERATION.ERRORS.RESTORED,Unable to archive the restored items, 
en_7.GOVERNANCE.GLACIER.STORE.BULK-OPERATION.ERRORS.FOLDER,Restoring from archive is not currently supported, 
en_7.GOVERNANCE.GLACIER.STORE.BULK-OPERATION.FAIL,Failed to archive, 
en_7.GOVERNANCE.GLACIER.STORE.BULK-OPERATION.SUCCESS,Item will be archived, 
en_7.GOVERNANCE.GLACIER.STORE.DIALOG.TITLE,Send to Archive, 
en_7.GOVERNANCE.GLACIER.STORE.DIALOG.MESSAGE,You are about to send files to an external archive. There may be a cost associated with retrieving files from the archive. Are you sure you want to continue?, 
en_7.GOVERNANCE.GLACIER.STORE.DIALOG.YES,Send to Archive, 
en_7.GOVERNANCE.GLACIER.STORE.DIALOG.NO,Cancel, 
en_7.GOVERNANCE.GLACIER.RESTORE.TITLE,Restore from Archive, 
en_7.GOVERNANCE.GLACIER.RESTORE.SYNC-ERROR,The file you are trying to restore has not been synchronized to archive yet. This operation might take up to 24 hours. Please try again later., 
en_7.GOVERNANCE.GLACIER.RESTORE.FAIL,Failed to restore {{ name }} from the archive, 
en_7.GOVERNANCE.GLACIER.RESTORE.DIALOG.TITLE,Restore from Archive, 
en_7.GOVERNANCE.GLACIER.RESTORE.DIALOG.LABEL.TYPE,Restore Speed (250MB limit per restore), 
en_7.GOVERNANCE.GLACIER.RESTORE.DIALOG.LABEL.OPTION-FAST,Fast – duration 1-5 mins (highest cost), 
en_7.GOVERNANCE.GLACIER.RESTORE.DIALOG.LABEL.OPTION-STANDARD,Standard – duration 3-5 hrs, 
en_7.GOVERNANCE.GLACIER.RESTORE.DIALOG.LABEL.OPTION-SLOW,Slow – duration 5-12 hrs (lowest cost), 
en_7.GOVERNANCE.GLACIER.RESTORE.DIALOG.LABEL.DURATION,How long will files be restored for? (days), 
en_7.GOVERNANCE.GLACIER.RESTORE.DIALOG.YES,Confirm, 
en_7.GOVERNANCE.GLACIER.RESTORE.DIALOG.NO,Cancel, 
en_7.GOVERNANCE.GLACIER.RESTORE.BULK-OPERATION.TITLE,Restore from Archive, 
en_7.GOVERNANCE.GLACIER.RESTORE.BULK-OPERATION.ERRORS.EXISTING-SYNC-ERROR, The files you are trying to restore have not been synchronized to archive yet. This operation might take up to 24 hours. Please try again later., 
en_7.GOVERNANCE.GLACIER.RESTORE.BULK-OPERATION.ERRORS.RESTORED,Item is already restored, 
en_7.GOVERNANCE.GLACIER.RESTORE.BULK-OPERATION.ERRORS.PENDING-RESTORE,Item is already pending restore., 
en_7.GOVERNANCE.GLACIER.RESTORE.BULK-OPERATION.ERRORS.NOT-STORED,The item you are trying to restore has not been synchronized to archive yet, 
en_7.GOVERNANCE.GLACIER.RESTORE.BULK-OPERATION.ERRORS.FAIL,Failed to restore, 
en_7.GOVERNANCE.GLACIER.RESTORE.BULK-OPERATION.ERRORS.FOLDER,Restoring a folder is not currently supported, 
en_7.GOVERNANCE.GLACIER.RESTORE.BULK-OPERATION.SUCCESS,Item will be restored, 
en_7.GOVERNANCE.GLACIER.EXTEND-RESTORE.TITLE,Extend Restore Time, 
en_7.GOVERNANCE.GLACIER.EXTEND-RESTORE.SUCCESS,Restore duration will be extended to '{{ days }}' days from {{ date }}, 
en_7.GOVERNANCE.GLACIER.EXTEND-RESTORE.FAIL,Failed to extend restore time of {{ name }} from the archive, 
en_7.GOVERNANCE.GLACIER.ICONS-TOOLTIP-MESSAGE.STORE,"This file is archived. To restore, right click and select restore from the archive.", 
en_7.GOVERNANCE.GLACIER.ICONS-TOOLTIP-MESSAGE.RESTORED,Restored, 
en_7.GOVERNANCE.GLACIER.ICONS-TOOLTIP-MESSAGE.PENDING-RESTORE,"Currently restoring files from the archive. If you cannot preview the file or download it, please try again later", 
en_7.GOVERNANCE.BULK-OPERATION.TITLE,Bulk Operation Status, 
en_7.GOVERNANCE.BULK-OPERATION.FAIL,Failed to perform the operation, 
en_7.GOVERNANCE.BULK-OPERATION.CLOSE,CLOSE, 
