String ID,enu,Comment
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.oceania.polynesia.name,Polynesia, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.oceania.polynesia.american_samoa.name,American Samoa, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.oceania.polynesia.cook_islands.name,Cook Islands, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.oceania.polynesia.french_polynesia.name,French Polynesia, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.oceania.polynesia.niue.name,Niue, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.oceania.polynesia.pitcairn.name,Pitcairn, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.oceania.polynesia.samoa.name,Samoa, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.oceania.polynesia.tokelau.name,Tokelau, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.oceania.polynesia.tonga.name,Tonga, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.oceania.polynesia.tuvalu.name,Tuvalu, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.regions.oceania.polynesia.wallis_and_futuna_islands.name,Wallis and Futuna Islands, 
bootstrap-messages.bootstrap.categories.cm_generalclassifiable.tags.name,Tags, 
bootstrap-javascripts.javascripts.backup.description,Simple document backup script, 
bootstrap-javascripts.javascripts.backup.title,Backup Script, 
bootstrap-javascripts.javascripts.examle_test.description,Example of various API calls, 
bootstrap-javascripts.javascripts.examle_test.title,Example Test Script, 
bootstrap-javascripts.javascripts.backup_and_log.description,Backup files and log the date and time, 
bootstrap-javascripts.javascripts.backup_and_log.title,Backup and logging Script, 
bootstrap-javascripts.javascripts.append_copyright.description,Append Copyright line to text or HTML files, 
bootstrap-javascripts.javascripts.append_copyright.title,Append Copyright to file, 
bootstrap-javascripts.javascripts.lucene_search.description,Search and log all docs containing text, 
bootstrap-javascripts.javascripts.lucene_search.title,Lucene Search, 
bootstrap-javascripts.javascripts.return_value.description,Return a value from a script - for the command servlet, 
bootstrap-javascripts.javascripts.return_value.title,Return Value Example, 
bootstrap-imapScripts.imap.command_processor.name,command-processor.js, 
bootstrap-imapScripts.imap.command_processor.title,Command Processor, 
bootstrap-imapScripts.imap.command_processor.description,Email Command Processor Script, 
bootstrap-imapScripts.imap.command_search.name,command-search.js, 
bootstrap-imapScripts.imap.command_search.title,Search Command, 
bootstrap-imapScripts.imap.command_search.description,Email Search Command Script, 
bootstrap-imapScripts.imap.command_utils.name,command-utils.js, 
bootstrap-imapScripts.imap.command_utils.title,Command Utils, 
bootstrap-imapScripts.imap.command_utils.description,Email Command Utils, 
bootstrap-example-smartfoldertemplates.smartfolder.example.title,Smart Folder Template Sample, 
bootstrap-example-javascripts.javascripts.example.backup.title,Backup Script, 
bootstrap-example-javascripts.javascripts.example.backup.description,Simple document backup script, 
bootstrap-example-javascripts.javascripts.example.test.title,Example Test Script, 
bootstrap-example-javascripts.javascripts.example.test.description,Example of various API calls, 
bootstrap-example-javascripts.javascripts.example.backupandlog.title,Backup and logging Script, 
bootstrap-example-javascripts.javascripts.example.backupandlog.description,Backup files and log the date and time, 
bootstrap-example-javascripts.javascripts.example.appendcopyright.title,Append Copyright to file, 
bootstrap-example-javascripts.javascripts.example.appendcopyright.description,Append Copyright line to text or HTML files, 
bootstrap-example-javascripts.javascripts.example.testreturnvalue.title,Return Value Example, 
bootstrap-example-javascripts.javascripts.example.testreturnvalue.description,Return a value from a script - for the command servlet, 
bootstrap-example-javascripts.javascripts.example.alfrescodocs.title,Lucene Search, 
bootstrap-example-javascripts.javascripts.example.alfrescodocs.description,Search and log all docs containing text, 
bootstrap-content-template-examples.content.template.calculates_if_the_document,Calculates if the document has the localizable aspect applied, 
bootstrap-content-template-examples.content.template.displays_useful_information,Displays useful information about the current document, 
bootstrap-content-template-examples.content.template.displays_a_list_of_the_documents,Displays a list of the documents in the current user Home Space, 
bootstrap-content-template-examples.content.template.displays_a_list_of_spaces,Displays a list of spaces in the current user Home Space, 
bootstrap-content-template-examples.content.template.shows_a_simple_summary_page,Shows a simple summary page about the current user and their Home Space, 
bootstrap-content-template-examples.content.template.calculates_if_the_document_has,Calculates if the document has the translatable aspect applied, 
bootstrap-content-template-examples.content.template.displays_a_list_of_the_documents_in_the_current_space,Displays a list of the documents in the current space created or modified in the last 7 days, 
bootstrap-content-template-examples.content.template.example_of_various_lists,"Example of various lists of documents, spaces and summary information about the current user", 
bootstrap-content-template-examples.content.template.displays_a_list_of_the_documents_in_the_current_user_Home_Space,"Displays a list of the documents in the current user Home Space. Text document content is shown inline, as is JPG content as small thumbnail images.", 
bootstrap-content-template-examples.content.template.displays_the_audit_trail,Displays the audit trail for an object., 
bootstrap-content-template-examples.email.template.email_template_for_notifying_users,Email template for notifying users from a rule or action, 
bootstrap-content-template-examples.email.template.email_template_for_notifying_users_of_an_Invite,Email template for notifying users of an Invite to a space or document, 
bootstrap-content-template-examples.rss.template.renders_a_valid_rss,Renders a valid RSS2.0 XML document showing the documents in the current space created or modified in the last 7 days. The template should be configured to use the appropriate server and port before use., 
bootstrap-content-template-examples.rss.template.rss_recent_docs,RSS recent docs, 
authentication.authentication.err.validation.authenticator.notfound,"Failed to authenticate, authenticator with name, {0}, not found", 
authentication.authentication.err.validation.authenticator.notactive,The authenticator is not active, 
authentication.authentication.err.authentication,"Failed to authenticate, username or password is wrong. User name:{0} Reason {1}", 
authentication.authentication.err.connection,Failed to connect to {0}. Reason {1}, 
authentication.authentication.err.communication,Failed to communicate with {0}. Reason {1}, 
authentication.authentication.err.connection.ldap.authenticator.unknownhost,"Failed to connect, the ldap host {0} is unknown", 
authentication.authentication.err.connection.ldap.user.notfound,LDAP User {0} not found, 
authentication.authentication.err.connection.ldap.manager.notfound,LDAP Manager User {0} not found, 
authentication.authentication.err.connection.ldap.search,Unable to search LDAP. Reason {0}, 
authentication.authentication.step.ldap.validation,Validation of request, 
authentication.authentication.step.ldap.connecting,Connecting to LDAP Server {0}, 
authentication.authentication.step.ldap.connected,Connected to LDAP server {0} with principal: {1}, 
authentication.authentication.step.ldap.lookup,Lookup Test User userId:{0} with query: {1}, 
authentication.authentication.step.ldap.lookedup,"Looked up Test User userId:{0}, found distinguished name (DN):{1}", 
authentication.authentication.step.ldap.format.user,"User Name Format specified, userNameFormat:{2} Format user userId:{0} to make Distinguished name (DN):{1}", 
authentication.authentication.step.ldap.authentication,Authenticate userId:{0}, 
authentication.synchronization.summary.status,{0} user(s) and {1} group(s) processed, 
authentication.authentication.ldap.validation.authenticator.notfound,Authenticator not found, 
authentication.synchronization.step.users,Found {0} users, 
authentication.synchronization.step.groups,Found {0} groups, 
authentication.synchronization.step.users.lastsynced,Users last successfully synced {0}, 
authentication.synchronization.step.groups.lastsynced,Groups last successfully synced {0}, 
authentication.synchronization.err.ldap.search,Error during LDAP Search. Reason:{0}, 
authentication.synchronization.err.ldap.get.user.id.missing,"User missing user id attribute DN = {0}, attributeName = {1})", 
authentication.synchronization.err.ldap.get.group.id.missing,"Group missing group id attribute DN = {0}, attributeName = {1})", 
authentication.synchronization.err.ldap.search.base.invalid,Invalid search base {0} reason: {1}, 
authentication.synchronization.err.ldap.group.member.missing.exception,"Failed to resolve member of group {0} with distinguished name: {1}, reason {2});	___ {0} ____________ {1}___ {2}	 
authentication.synchronization.err.ldap.group.member.missing	Failed to resolve member of group {0} with distinguished name: {1});", 
application-model.app_applicationmodel.description,Alfresco Application Model, 
application-model.app_applicationmodel.type.app_glossary.title,Data Dictionary, 
application-model.app_applicationmodel.type.app_glossary.description,Data Dictionary, 
application-model.app_applicationmodel.type.app_configurations.title,Configurations, 
application-model.app_applicationmodel.type.app_configurations.description,Configurations, 
application-model.app_applicationmodel.aspect.app_uifacets.title,UI Facets, 
application-model.app_applicationmodel.aspect.app_uifacets.description,UI Facets, 
application-model.app_applicationmodel.property.app_icon.title,Icon, 
application-model.app_applicationmodel.property.app_icon.description,Icon, 
application-model.app_applicationmodel.aspect.app_inlineeditable.title,Inline Editable, 
application-model.app_applicationmodel.aspect.app_inlineeditable.description,Inline Editable, 
application-model.app_applicationmodel.property.app_editInline.title,Edit Inline, 
application-model.app_applicationmodel.property.app_editInline.description,Edit Inline, 
application-model.app_applicationmodel.aspect.app_workflow.title,Workflow, 
application-model.app_applicationmodel.aspect.app_workflow.description,Workflow, 
application-model.app_applicationmodel.aspect.app_simpleworkflow.title,Workflow, 
application-model.app_applicationmodel.aspect.app_simpleworkflow.description,Workflow, 
application-model.app_applicationmodel.property.app_approveStep.title,Approve Step, 
application-model.app_applicationmodel.property.app_approveStep.description,Approve Step, 
application-model.app_applicationmodel.property.app_approveFolder.title,Approve Folder, 
application-model.app_applicationmodel.property.app_approveFolder.description,Approve Folder, 
application-model.app_applicationmodel.property.app_approveMove.title,Move or Copy, 
application-model.app_applicationmodel.property.app_approveMove.description,Move or Copy, 
application-model.app_applicationmodel.property.app_rejectStep.title,Reject Step, 
application-model.app_applicationmodel.property.app_rejectStep.description,Reject Step, 
application-model.app_applicationmodel.property.app_rejectFolder.title,Reject Folder, 
application-model.app_applicationmodel.property.app_rejectFolder.description,Reject Folder, 
application-model.app_applicationmodel.property.app_rejectMove.title,Move or Copy, 
application-model.app_applicationmodel.property.app_rejectMove.description,Move or Copy, 
application-model.app_applicationmodel.aspect.app_configurable.title,Configurable, 
application-model.app_applicationmodel.aspect.app_configurable.description,Configurable, 
application-model.app_applicationmodel.association.app_configurations.title,Configurations, 
application-model.app_applicationmodel.association.app_configurations.description,Configurations, 
activity-list.title.generic,New Activity, 
activity-list.more.activities,{0} more, 
activity-list.atom.title.site,Activities Site Feed for {0}, 
activity-list.atom.title.user,Activities User Feed for {0}, 
activity-list.in.site,{0} in {1}, 
activity-list.org.alfresco.blog.post-created,{1} created blog post {0}, 
activity-list.org.alfresco.blog.post-updated,{1} updated blog post {0}, 
activity-list.org.alfresco.blog.post-deleted,{1} deleted blog post {0}, 
activity-list.org.alfresco.comments.comment-created,{1} commented on {0}, 
activity-list.org.alfresco.comments.comment-updated,{1} updated comment on {0}, 
activity-list.org.alfresco.comments.comment-deleted,{1} deleted a comment from {0}, 
activity-list.org.alfresco.discussions.post-created,{1} started discussion {0}, 
activity-list.org.alfresco.discussions.post-updated,{1} updated discussion {0}, 
activity-list.org.alfresco.discussions.post-deleted,{1} deleted discussion {0}, 
activity-list.org.alfresco.discussions.reply-created,{1} replied to the discussion {0}, 
activity-list.org.alfresco.discussions.reply-updated,{1} updated a reply to {0}, 
activity-list.org.alfresco.calendar.event-created,{1} created calendar event {0}, 
activity-list.org.alfresco.calendar.event-updated,{1} updated calendar event {0}, 
activity-list.org.alfresco.calendar.event-deleted,{1} deleted calendar event {0}, 
activity-list.org.alfresco.documentlibrary.file-added,{1} added document {0}, 
activity-list.org.alfresco.documentlibrary.files-added,{1} added {0} documents, 
activity-list.org.alfresco.documentlibrary.file-created,{1} created document {0}, 
activity-list.org.alfresco.documentlibrary.file-deleted,{1} deleted document {0}, 
activity-list.org.alfresco.documentlibrary.files-deleted,{1} deleted {0} documents, 
activity-list.org.alfresco.documentlibrary.file-updated,{1} updated document {0}, 
activity-list.org.alfresco.documentlibrary.files-updated,{1} updated {0} documents, 
activity-list.org.alfresco.documentlibrary.folder-added,{1} added folder {0}, 
activity-list.org.alfresco.documentlibrary.folder-deleted,{1} deleted folder {0}, 
activity-list.org.alfresco.documentlibrary.folders-added,{1} added {0} folders, 
activity-list.org.alfresco.documentlibrary.folders-deleted,{1} deleted {0} folders, 
activity-list.org.alfresco.documentlibrary.inline-edit,{1} edited document {0}, 
activity-list.org.alfresco.documentlibrary.file-previewed,{1} previewed document {0}, 
activity-list.org.alfresco.documentlibrary.file-downloaded,{1} downloaded document {0}, 
activity-list.org.alfresco.documentlibrary.file-liked,{1} liked document {0}, 
activity-list.org.alfresco.documentlibrary.folder-liked,{1} liked folder {0}, 
activity-list.org.alfresco.wiki.page-created,{1} created wiki page {0}, 
activity-list.org.alfresco.wiki.page-edited,{1} updated wiki page {0}, 
activity-list.org.alfresco.wiki.page-renamed,{1} renamed wiki page from {2} to {0}, 
activity-list.org.alfresco.wiki.page-deleted,{1} deleted wiki page {0}, 
activity-list.org.alfresco.site.group-added,{1} group added to site {4} with role {2}, 
activity-list.org.alfresco.site.group-removed,{1} group removed from site {4}, 
activity-list.org.alfresco.site.group-role-changed,{1} group role changed to {2}, 
activity-list.org.alfresco.site.user-joined,{1} joined site {4} with role {2}, 
activity-list.org.alfresco.site.user-left,{1} left site {4}, 
activity-list.org.alfresco.site.user-role-changed,{1} role changed to {2}, 
activity-list.org.alfresco.site.liked,{1} liked site {0}, 
activity-list.org.alfresco.links.link-created,{1} created link {0}, 
activity-list.org.alfresco.links.link-updated,{1} updated link {0}, 
activity-list.org.alfresco.links.link-deleted,{1} deleted link {0}, 
activity-list.org.alfresco.datalists.list-created,{1} created data list {0}, 
activity-list.org.alfresco.datalists.list-updated,{1} updated data list {0}, 
activity-list.org.alfresco.datalists.list-deleted,{1} deleted data list {0}, 
activity-list.org.alfresco.subscriptions.followed,{1} is now following {5}, 
activity-list.org.alfresco.subscriptions.subscribed,{1} has subscribed to {2}, 
activity-list.org.alfresco.profile.status-changed,{1}: {2}, 
activity-list.org.alfresco.doclink.link-created,{1} created link to {0}, 
activities-service.activities.feed.notifier.email.subject,Alfresco {0}: Recent Activities, 
activiti-engine-messages.activiti.engine.mandatory.properties.missing,Mandatory task properties have not been provided! {0}, 
activiti-engine-messages.activiti.engine.deploy.workflow.error,Failed to deploy workflow definition., 
activiti-engine-messages.activiti.engine.is.workflow.deployed.error,Failed to determine if workflow definition  is already deployed., 
activiti-engine-messages.activiti.engine.undeploy.workflow.error,Failed to undeploy workflow definition {0}., 
activiti-engine-messages.activiti.engine.undeploy.workflow.unexisting.error,Failed to undeploy unexisting workflow definition {0}., 
activiti-engine-messages.activiti.engine.get.workflow.definition.error,Failed to retrieve workflow definitions., 
activiti-engine-messages.activiti.engine.get.workflow.definition.by.id.error,Failed to retrieve workflow definition for id {0}., 
activiti-engine-messages.activiti.engine.get.workflow.definition.by.name.error,Failed to retrieve workflow definition for name {0}., 
activiti-engine-messages.activiti.engine.get.all.workflow.definitions.by.name.error,Failed to retrieve all definitions for workflow {0}., 
activiti-engine-messages.activiti.engine.get.workflow.definition.image.error,Failed to retrieve workflow definition image for {0}., 
activiti-engine-messages.activiti.engine.get.workflow.definition.unexisting.image.error,"Failed to retrieve workflow definition image for {0}, the definition does not exist.", 
activiti-engine-messages.activiti.engine.get.task.definitions.error,Failed to retrieve workflow task definitions for workflow definition {0}., 
activiti-engine-messages.activiti.engine.get.process.definition.error,Workflow definition {0} does not exist., 
activiti-engine-messages.activiti.engine.start.workflow.error,Failed to start workflow {0}., 
activiti-engine-messages.activiti.engine.start.workflow.no.start.task.error,"Failed to start workflow {0}, no start task defined on process definition.", 
activiti-engine-messages.activiti.engine.get.workflows.error,Failed to retrieve workflow instances for definition {0}., 
activiti-engine-messages.activiti.engine.get.active.workflows.error,Failed to retrieve workflow instances for definition {0}., 
activiti-engine-messages.activiti.engine.get.completed.workflows.error,Failed to retrieve workflow instances for definition {0}., 
activiti-engine-messages.activiti.engine.get.workflow.instance.by.id.error,Failed to retrieve workflow instance with Id {0}., 
activiti-engine-messages.activiti.engine.get.process.instance.error,Workflow instance does not exist for Id {0}., 
activiti-engine-messages.activiti.engine.get.workflow.paths.error,Failed to retrieve workflow paths for workflow instance {0}., 
activiti-engine-messages.activiti.engine.get.path.properties.error,Failed to retrieve properties of path {0}., 
activiti-engine-messages.activiti.engine.cancel.workflow.error,Failed to cancel workflow instance  {0}., 
activiti-engine-messages.activiti.engine.cancel.unexisting.workflow.error,Failed to cancel unexisting workflow instance {0}., 
activiti-engine-messages.activiti.engine.delete.workflow.error,Failed to delete workflow instance  {0}., 
activiti-engine-messages.activiti.engine.delete.unexisting.workflow.error,Failed to delete unexisting workflow instance {0}., 
activiti-engine-messages.activiti.engine.signal.transition.error,Failed to signal transition {0} from workflow path {1}.., 
activiti-engine-messages.activiti.engine.event.unsupported,Firing events is not supported on WorkflowPaths runnin in the Activiti engine., 
activiti-engine-messages.activiti.engine.fire.event.error,Failed to fire event {0} on workflow path {1}., 
activiti-engine-messages.activiti.engine.get.tasks.for.path.error,Failed to retrieve tasks assigned to Workflow path {0}., 
activiti-engine-messages.activiti.engine.get.timers.error,Could not retrieve any timers for workflow {0}., 
activiti-engine-messages.activiti.engine.find.completed.task.instances.error,Failed to retrieve completed task instances list for actor {0}., 
activiti-engine-messages.activiti.engine.get.assigned.tasks.error,Failed to retrieve tasks assigned to authority {0} in state {1}., 
activiti-engine-messages.activiti.engine.get.pooled.tasks.error,Failed to retrieve pooled tasks for authorities {0}., 
activiti-engine-messages.activiti.engine.query.tasks.error,Failed to query tasks. Query: {0}., 
activiti-engine-messages.activiti.engine.get.task.instance.error,Task instance {0} does not exist., 
activiti-engine-messages.activiti.engine.update.task.error,Failed to update workflow task {0}., 
activiti-engine-messages.activiti.engine.update.task.unexisting.error,"Failed to update workflow task {0}, the task doesn't exist.", 
activiti-engine-messages.activiti.engine.update.starttask.illegal.error,"Failed to update workflow task {0}, start tasks cannot be updated in activiti.", 
activiti-engine-messages.activiti.engine.end.task.invalid.transition,"Transition {0} is invalid for Workflow task {1}, only transition {2} is allowed.", 
activiti-engine-messages.activiti.engine.end.task.unexisting.error,"Failed to signal transition on task {0}, the task doesn't exist.", 
activiti-engine-messages.activiti.engine.end.task.error,Failed to signal transition {0} from workflow task {1}., 
activiti-engine-messages.activiti.engine.get.task.by.id.error,Failed to retrieve task {0}., 
activiti-engine-messages.activiti.engine.compile.process.definition.zip.error,Failed to parse process definition from activiti zip archive stream., 
activiti-engine-messages.activiti.engine.compile.process.definition.xml.error,Failed to parse process definition from activiti xml stream., 
activiti-engine-messages.activiti.engine.compile.process.definition.unsupported.error,Failed to parse process definition - unsupported mime type {0}, 
activiti-engine-messages.activiti.engine.get.activiti.id.error,Format of id {0} is invalid., 
activiti-engine-messages.activiti.engine.get.workflow.token.invalid,Invalid workflow path {0}., 
activiti-engine-messages.activiti.engine.get.workflow.token.is.null,Workflow path {0} does not exist., 
activiti-engine-messages.activiti.engine.set.task.properties.invalid.value,The value {0} is invalid for the task property {1}., 
activiti-engine-messages.activiti.engine.package.already.associated.error,Cannot associate workflow package {0} with workflow instance {1} as it is already associated with workflow instance {2}., 
activiti-engine-messages.activiti.engine.convert.value.error,Unable to convert value {0} to Alfresco Content Services value as it isn't serializable., 
activiti-engine-messages.activiti.engine.get.company.home.invalid,Invalid company home path {0}., 
activiti-engine-messages.activiti.engine.get.company.home.multiple,Invalid company home path {0}. Expected 1 match but found {1} matches., 
action-service.compare_property_value_evaluator.invalid_operation,The operation {0} cannot be applied a property of type {1}., 
action-service.compare_property_value_evaluator.no_content_property,A content property must be specified when comparing to a property of type content., 
action-service.numeric_property_value_comparator.invalid_operation,The operation {0} cannot be applied to a numeric property., 
action-service.text_property_value_comparator.invalid_operation,The operation {0} cannot be applied to a text property., 
action-service.date_property_value_comparator.invalid_operation,The operation {0} cannot be applied to a date property., 
action-service.compare_mime_type_evaluator.not_a_content_type,The specified property is not a content type so mime type cannot be compared., 
action-service.compare_mime_type_evaluator.no_property_definition_found,No definition can be found for the property specified so mime type cannot be compared., 
action-config.ac-compare-operations.equals,Equals, 
action-config.ac-compare-operations.contains,Contains, 
action-config.ac-compare-operations.begins,Begins With, 
action-config.ac-compare-operations.ends,Ends With, 
action-config.ac-compare-operations.greater_than,Greater Than, 
action-config.ac-compare-operations.greater_than_equal,Greater Than Or Equal To, 
action-config.ac-compare-operations.less_than,Less Than, 
action-config.ac-compare-operations.less_than_equal,Less Than Or Equal To, 
action-config.ac-content-properties.mime_type,Mimetype, 
action-config.ac-content-properties.encoding,Encoding, 
action-config.ac-content-properties.size,Size, 
action-config.no-condition.title,All Items, 
action-config.no-condition.description,This condition will match any item added to the space.  Use this when you wish to apply an action to everything when it is added to the space., 
action-config.compare-property-value.title,Name contains value, 
action-config.compare-property-value.description,The rule is applied to all items that have a specific value in its name., 
action-config.compare-property-value.property.display-label,Property, 
action-config.compare-property-value.content-property.display-label,Content property, 
action-config.compare-property-value.value.display-label,Value, 
action-config.compare-property-value.operation.display-label,Comparison operation, 
action-config.in-category.title,Has category, 
action-config.in-category.description,The rule is applied to all items that have the specified category value., 
action-config.in-category.category-aspect.display-label,Category aspect, 
action-config.in-category.category-value.display-label,Category value, 
action-config.is-subtype.title,Content of type or sub-type, 
action-config.is-subtype.description,The rule is applied to all items that are of a specified type or its sub-types, 
action-config.is-subtype.type.display-label,Type, 
action-config.has-aspect.title,Has aspect, 
action-config.has-aspect.description,The rule is applied to all items that have the specified aspect applied., 
action-config.has-aspect.aspect.display-label,Aspect, 
action-config.compare-mime-type.title,Content of mimetype, 
action-config.compare-mime-type.description,The rule is applied to all items that have content of the specified mime type., 
action-config.compare-mime-type.property.display-label,Property, 
action-config.compare-mime-type.value.display-label,Mimetype, 
action-config.composite-condition.title,Composite Condition, 
action-config.composite-condition.description,Combine several conditions to create a more complicate condition., 
action-config.compare-date-property.title,Property with date value, 
action-config.compare-date-property.description,"Compare a date property of the metadata, aspect or type", 
action-config.compare-integer-property.title,Property with number value, 
action-config.compare-integer-property.description,"Compare a number property of the metadata, aspect or type", 
action-config.compare-text-property.title,Property with text value, 
action-config.compare-text-property.description,"Compare a text property of the metadata, aspect or type", 
action-config.has-tag.title,Has tag, 
action-config.has-tag.description,Has a tag been applied to a node., 
action-config.has-tag.tag.display-label,Tag, 
action-config.add-features.title,Add aspect, 
action-config.add-features.description,This will add an aspect to the matched item., 
action-config.add-features.aspect-name.display-label,Aspect, 
action-config.remove-features.title,Remove aspect, 
action-config.remove-features.description,This will remove an aspect from the matched item., 
action-config.remove-features.aspect-name.display-label,Aspect, 
action-config.simple-workflow.title,Add simple workflow, 
action-config.simple-workflow.description,This will add a simple workflow to the matched item.  This will allow the item to be moved to a different space for its next step in a workflow.  You can also give a space for it to be moved to if you want a reject step., 
action-config.simple-workflow.approve-step.display-label,Approve step, 
action-config.simple-workflow.approve-folder.display-label,Approve step folder, 
action-config.simple-workflow.approve-move.display-label,Approve move, 
action-config.simple-workflow.reject-step.display-label,Reject step, 
action-config.simple-workflow.reject-folder.display-label,Reject step folder, 
action-config.simple-workflow.reject-move.display-label,Reject move, 
action-config.link-category.title,Link to category, 
action-config.link-category.description,This will apply a category to the matched item., 
action-config.link-category.category-aspect.display-label,Category aspect, 
action-config.link-category.category-value.display-label,Category value, 
action-config.transform.title,Transform and copy content, 
action-config.transform.description,This will transform the matched content and copy the result to a specific space, 
action-config.transform.mime-type.display-label,Mimetype, 
action-config.transform.destination-folder.display-label,Destination folder, 
action-config.transform.assoc-type.display-label,Association type, 
action-config.transform.assoc-name.display-label,Association name, 
action-config.transform.overwrite-copy.display-label,Overwrite copy, 
action-config.transform-image.title,Transform and copy image, 
action-config.transform-image.description,This will transform the matched image and copy the result to a specific space, 
action-config.transform-image.mime-type.display-label,Mimetype, 
action-config.transform-image.destination-folder.display-label,Destination folder, 
action-config.transform-image.assoc-type.display-label,Association type, 
action-config.transform-image.assoc-name.display-label,Association name, 
action-config.transform-image.overwrite-copy.display-label,Overwrite copy, 
action-config.transform-image.convert-command.display-label,Conversion command, 
action-config.copy.title,Copy, 
action-config.copy.description,This will copy the matched item to another space., 
action-config.copy.destination-folder.display-label,Destination folder, 
action-config.copy.assoc-type.display-label,Association type, 
action-config.copy.assoc-name.display-label,Association name, 
action-config.copy.deep-copy.display-label,Deep copy, 
action-config.copy.overwrite-copy.display-label,Overwrite copy, 
action-config.move.title,Move, 
action-config.move.description,This will move the matched item to another space., 
action-config.move.destination-folder.display-label,Destination folder, 
action-config.move.assoc-type.display-label,Association type, 
action-config.move.assoc-name.display-label,Association name, 
action-config.mail.title,Send email, 
action-config.mail.description,This will send an email to a list of users when the content matches., 
action-config.mail.to.display-label,To, 
action-config.mail.to_many.display-label,To, 
action-config.mail.subject.display-label,Subject, 
action-config.mail.text.display-label,Body, 
action-config.mail.from.display-label,From, 
action-config.mail.template.display-label,E-Mail template, 
action-config.mail.template_model.display-label,Additional parameters for the email template, 
action-config.mail.ignore_send_failure.display-label,Ignore Send Failures, 
action-config.check-in.title,Check in, 
action-config.check-in.description,This will check in the matched content., 
action-config.check-in.description.display-label,Description, 
action-config.check-in.minorChange.display-label,Minor change, 
action-config.check-out.title,Check out, 
action-config.check-out.description,This will check out the matched content., 
action-config.check-out.destination-folder.display-label,Destination folder, 
action-config.check-out.assoc-type.display-label,Association type, 
action-config.check-out.assoc-name.display-label,Association name, 
action-config.take-ownership.title,Take ownership, 
action-config.take-ownership.description,This will take ownership of matched content., 
action-config.set-property-value.title,Set property value, 
action-config.set-property-value.description,This will set the value of a property to a given value., 
action-config.set-property-value.property.display-label,Property, 
action-config.set-property-value.value.display-label,Value, 
action-config.import.title,Import, 
action-config.import.description,Imports an Alfresco content package into the repository., 
action-config.import.encoding.display-label,Encoding, 
action-config.import.destination.display-label,Destination, 
action-config.extract-metadata.title,Extract common metadata fields, 
action-config.extract-metadata.description,"Imports title, author and description metadata fields from common content types.", 
action-config.embed-metadata.title,Embed properties as metadata in content, 
action-config.embed-metadata.description,This action attempts to embed the content's properties as metadata in the file itself, 
action-config.specialise-type.title,Specialise type, 
action-config.specialise-type.description,This will specialise the matched item to a given type., 
action-config.specialise-type.type-name.display-label,Type, 
action-config.export.title,Export Space, 
action-config.export.description,Exports a Space and optionally its children to an Alfresco export package., 
action-config.export.package.description,Alfresco content package for Space '{0}'., 
action-config.export.root.package.description,Alfresco content package for complete Repository., 
action-config.export.store.package.description,Repository export of store '{0}'., 
action-config.export.generic.package.description,Repository export., 
action-config.export.package.error,Failed to find temporary file for export, 
action-config.script.title,Execute script, 
action-config.script.description,Execute a JavaScript file to perform tasks such as creating new files or folders., 
action-config.script.script-ref.display-label,Script, 
action-config.counter.title,Increment Counter, 
action-config.counter.counter,Increment the counter property for the item., 
action-config.execute-all-rules.title,Execute all rules, 
action-config.execute-all-rules.description,Execute all rules on the child items., 
action-config.start-workflow.title,Start Workflow, 
action-config.start-workflow.description,This will start a workflow for the matched items., 
action-config.start-workflow.workflowName.display-label,Workflow name, 
action-config.start-workflow.endStartTask.display-label,Task, 
action-config.start-workflow.startTaskTransition.display-label,Transition, 
action-config.cancel-workflow.title,Cancel Workflows, 
action-config.cancel-workflow.description,Cancels a list of workflow IDs., 
action-config.cancel-workflow.workflow-id-list.display-label,Workflow ID List, 
action-config.create-version.title,Creates new version, 
action-config.create-version.description,Creates a new version, 
action-config.create-version.description.display-label,Version description, 
action-config.create-version.minor-change.display-label,Major change, 
workflow-messages.activitiAdhoc.workflow.title,New Task, 
workflow-messages.activitiAdhoc.workflow.description,Assign a new task to yourself or a colleague, 
workflow-messages.activitiReview.workflow.title,Review And Approve (single reviewer), 
workflow-messages.activitiReview.workflow.description,Assign a review task to a single reviewer, 
workflow-messages.activitiReview.task.approved.description,The document was reviewed and approved., 
workflow-messages.activitiReview.task.rejected.description,The document was reviewed and rejected., 
workflow-messages.activitiParallelReview.workflow.title,Review and Approve (one or more reviewers), 
workflow-messages.activitiParallelReview.workflow.description,Assign a review task to multiple reviewers, 
workflow-messages.activitiParallelReview.task.approved.description,The document was reviewed and approved., 
workflow-messages.activitiParallelReview.task.rejected.description,The document was reviewed and rejected., 
workflow-messages.activitiReviewPooled.workflow.title,Review and Approve (pooled review), 
workflow-messages.activitiReviewPooled.workflow.description,"Assign a review task to multiple reviewers, who can take ownership of the task", 
